Sample	Cohort	Fragment Name	Intensity	Metabolite Name
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 194/114	1330.4	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 195/114	1721	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 195/115	1747	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 196/115	1139	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 196/116	1361	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Citrate 197/116	1400	Citrate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 146/41	12405.8	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 147/41	2219.8	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 147/42	2106.8	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 148/41	2538.2	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 148/42	2114.2	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 148/43	1669	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 149/41	1225.829008	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 149/42	1008	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 149/43	1499	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 150/42	1552.6	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 150/43	1723	Glutamate
Experimental Sample (S177)	K.  G9 13C-Gln BCH 15min	Glutamate 151/43	1576.6	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 191/111	3460326.108	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 192/111	193176.4	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 192/112	653626.6	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 193/112	128933	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 193/113	164013.2	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 194/113	8745.6	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 194/114	10403.8	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 195/114	2292.2	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 195/115	2452.8	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 196/115	1547	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 196/116	1062	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Citrate 197/116	1153	Citrate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 146/41	10015.2	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 147/41	1646.6	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 147/42	1721.6	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 148/41	6605.6	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 148/42	1621.2	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 148/43	1862	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 149/41	1713.2	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 149/42	1561.4	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 149/43	1180	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 150/42	1456	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 150/43	1381.6	Glutamate
Experimental Sample (S178)	L.  G9 13C-Gln BCH 30min	Glutamate 151/43	1654	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 191/111	2767795.048	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 192/111	375664	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 192/112	1279985	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 193/112	258200.8	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 193/113	330293	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 194/113	18814.4	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 194/114	22928.6	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 195/114	2436.2	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 195/115	2486.6	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 196/115	1381	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 196/116	1095	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Citrate 197/116	1707	Citrate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 146/41	6636.8	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 147/41	2685	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 147/42	2051.6	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 148/41	8534	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 148/42	1912	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 148/43	1525.8	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 149/41	1408.4	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 149/42	1594	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 149/43	1719	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 150/42	1340	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 150/43	2052.6	Glutamate
Experimental Sample (S179)	M.  G9 13C-Gln BCH 60min	Glutamate 151/43	1061	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 191/111	2191363.296	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 192/111	452846.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 192/112	1329340.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 193/112	271027.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 193/113	330285	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 194/113	19267.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 194/114	21694.6	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 195/114	3147	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 195/115	4013.2	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 196/115	1645.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 196/116	1946.4	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Citrate 197/116	1155	Citrate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 146/41	5781.2	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 147/41	2428	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 147/42	1492	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 148/41	9967.2	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 148/42	1575.2	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 148/43	1312.6	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 149/41	1778	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 149/42	1291.2	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 149/43	1093	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 150/42	1601	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 150/43	1603.2	Glutamate
Experimental Sample (S180)	N.  G9 13C-Gln BCH 120min	Glutamate 151/43	1986	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 191/111	2751948.756	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 192/111	538442.8	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 192/112	1621419.8	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 193/112	354018.8	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 193/113	419443	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 194/113	20421	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 194/114	28625	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 195/114	5222.8	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 195/115	4029.2	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 196/115	1765	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 196/116	1569	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Citrate 197/116	1701	Citrate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 146/41	5237.2	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 147/41	4037.8	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 147/42	2114.562036	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 148/41	12457.6	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 148/42	1420	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 148/43	1624.6	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 149/41	1738	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 149/42	1438.4	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 149/43	1223.6	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 150/42	1834	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 150/43	1313	Glutamate
Experimental Sample (S181)	O.  G9 13C-Gln BCH 240min	Glutamate 151/43	1184	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 191/111	1308944	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 192/111	70897.4	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 192/112	271720	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 193/112	1083359	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 193/113	1241256.8	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 194/113	227599	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 194/114	306254.6	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 195/114	514004.4	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 195/115	245232.4	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 196/115	530908	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 196/116	194606	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Citrate 197/116	165539.2	Citrate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 146/41	15827	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 147/41	1775.6	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 147/42	1999	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 148/41	1460	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 148/42	1628.8	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 148/43	3497.8	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 149/41	1754.8	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 149/42	1824	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 149/43	2446.2	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 150/42	1798	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 150/43	3025.4	Glutamate
Experimental Sample (S182)	P.  G9 13C-Glc BCH 240min	Glutamate 151/43	2094.8	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 191/111	4822522.052	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 192/111	83297	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 192/112	256939.6	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 193/112	4846	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 193/113	48779.6	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 194/113	2192.8	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 194/114	3446.8	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 195/114	1330	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 195/115	1139	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 196/115	2455.8	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 196/116	1771	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Citrate 197/116	1528	Citrate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 146/41	16307	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 147/41	2793.8	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 147/42	1099.6	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 148/41	1952.6	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 148/42	1534	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 148/43	1768	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 149/41	1484.6	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 149/42	2025.6	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 149/43	1827	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 150/42	1731	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 150/43	1251	Glutamate
Experimental Sample (S183)	A.  G9 13C-Gln 0min	Glutamate 151/43	1115	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 191/111	6038460.26	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 192/111	77759.6	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 192/112	349487.2	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 193/112	7424.2	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 193/113	51511.2	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 194/113	2496.2	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 194/114	3701.4	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 195/114	1480	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 195/115	1102	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 196/115	1147	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 196/116	1367	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Citrate 197/116	2288.4	Citrate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 146/41	13893.6	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 147/41	1908.2	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 147/42	2490	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 148/41	1630.6	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 148/42	1216.6	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 148/43	1275	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 149/41	1182	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 149/42	1520	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 149/43	1894	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 150/42	1486	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 150/43	1781	Glutamate
Experimental Sample (S184)	B.  G9 13C-Gln 5min	Glutamate 151/43	1657	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 191/111	5187844.568	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 192/111	81843.4	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 192/112	366758.8	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 193/112	18938.4	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 193/113	69834.8	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 194/113	3724.8	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 194/114	4119.2	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 195/114	1250	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 195/115	1150	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 196/115	1783	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 196/116	1322.4	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Citrate 197/116	1545	Citrate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 146/41	14858.6	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 147/41	2353.6	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 147/42	1907.8	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 148/41	2372	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 148/42	1340.2	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 148/43	2061.2	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 149/41	1369	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 149/42	2066.8	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 149/43	1442	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 150/42	1603	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 150/43	1968	Glutamate
Experimental Sample (S185)	C.  G9 13C-Gln 15min	Glutamate 151/43	1987	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 191/111	3957335.976	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 192/111	147526	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 192/112	618247.8	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 193/112	87727.2	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 193/113	112059.8	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 194/113	6525	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 194/114	8099.4	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 195/114	1301	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 195/115	1868	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 196/115	1091	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 196/116	1008	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Citrate 197/116	1726	Citrate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 146/41	11141.2	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 147/41	2071.6	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 147/42	2176.8	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 148/41	6684.2	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 148/42	1724.160582	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 148/43	1668.2	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 149/41	1047	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 149/42	1783.2	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 149/43	1989.2	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 150/42	1970	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 150/43	1679	Glutamate
Experimental Sample (S186)	D.  G9 13C-Gln 30min	Glutamate 151/43	1065	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 191/111	3457940.964	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 192/111	367316.8	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 192/112	1162526	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 193/112	202420.6	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 193/113	265092.2	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 194/113	15544	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 194/114	15701.4	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 195/114	5037.8	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 195/115	3941.6	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 196/115	1401	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 196/116	2161.4	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Citrate 197/116	1736	Citrate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 146/41	10356.4	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 147/41	3005.2	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 147/42	2117.2	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 148/41	9376	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 148/42	1957.8	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 148/43	1468.6	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 149/41	1813.6	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 149/42	1208.6	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 149/43	1994.6	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 150/42	1271	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 150/43	1828	Glutamate
Experimental Sample (S187)	E.  G9 13C-Gln 60min	Glutamate 151/43	1732	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 191/111	2373537.728	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 192/111	401432.2	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 192/112	1216015.2	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 193/112	178108.4	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 193/113	253421	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 194/113	10264.6	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 194/114	16580.2	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 195/114	2295.4	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 195/115	3172.6	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 196/115	1508	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 196/116	1557	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Citrate 197/116	1069	Citrate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 146/41	6177.6	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 147/41	2627.8	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 147/42	1366.8	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 148/41	8004.8	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 148/42	1709.6	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 148/43	1686	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 149/41	2144.8	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 149/42	1862.6	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 149/43	1199.6	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 150/42	1412	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 150/43	1989.2	Glutamate
Experimental Sample (S188)	F.  G9 13C-Gln 120min	Glutamate 151/43	1856	Glutamate
Experimental Sample (S189)	G.  G9 13C-Gln 240min	Citrate 191/111	2978387.024	Citrate
Experimental Sample (S189)	G.  G9 13C-Gln 240min	Citrate 192/111	461030.2	Citrate
Experimental Sample (S189)	G.  G9 13C-Gln 240min	Citrate 192/112	1411227	Citrate
Experimental Sample (S189)	G.  G9 13C-Gln 240min	Citrate 193/112	245733.8	Citrate
Experimental Sample (S189)	G.  G9 13C-Gln 240min	Citrate 193/113	287394.2	Citrate
