Sample	Cohort	Fragment Name	Intensity	Metabolite Name
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 196/116	1498	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 197/116	1262	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 146/41	15148	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 147/41	2454.6	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 147/42	1589.6	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 148/41	1832.4	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 148/42	1363	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 148/43	1111	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 149/41	1580	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 149/42	1088	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 149/43	1983	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 150/42	1358	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 150/43	1358	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Glutamate 151/43	1394	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 191/111	4277173.824	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 192/111	66297.4	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 192/112	275957.8	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 193/112	25641.8	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 193/113	51684	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 194/113	2569.6	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 194/114	5352.4	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 195/114	2710.200516	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 195/115	2520.8	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 196/115	1342	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 196/116	1919	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Citrate 197/116	1526	Citrate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 146/41	13780	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 147/41	1348.2	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 147/42	1893.4	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 148/41	2853.4	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 148/42	1360.4	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 148/43	1279.6	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 149/41	1236	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 149/42	1089	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 149/43	1764	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 150/42	1267	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 150/43	1563.6	Glutamate
Experimental Sample (S161)	K.  G9 13C-Gln BCH 15min	Glutamate 151/43	1407	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 191/111	3760735.456	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 192/111	190294	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 192/112	572271.4	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 193/112	109316.2	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 193/113	126086	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 194/113	8839.6	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 194/114	6756.8	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 195/114	4900	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 195/115	3104.854962	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 196/115	1539	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 196/116	1990	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Citrate 197/116	1033	Citrate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 146/41	9742.8	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 147/41	1715.8	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 147/42	1597	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 148/41	5959.6	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 148/42	1741	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 148/43	2097.2	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 149/41	1961	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 149/42	1354	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 149/43	1580	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 150/42	1849.6	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 150/43	1620	Glutamate
Experimental Sample (S162)	L.  G9 13C-Gln BCH 30min	Glutamate 151/43	1654	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 191/111	2540775.588	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 192/111	352162	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 192/112	983466.6	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 193/112	198082.4	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 193/113	254476	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 194/113	15121.8	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 194/114	15985	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 195/114	2402.6	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 195/115	1968.4	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 196/115	2284.2	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 196/116	1421.4	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Citrate 197/116	1748	Citrate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 146/41	7551.6	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 147/41	2437.8	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 147/42	1568	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 148/41	8534	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 148/42	1770.2	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 148/43	1762	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 149/41	1945.8	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 149/42	1771.2	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 149/43	1469	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 150/42	1465	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 150/43	1171	Glutamate
Experimental Sample (S163)	M.  G9 13C-Gln BCH 60min	Glutamate 151/43	1314	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 191/111	1917300	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 192/111	401386.2	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 192/112	1104734	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 193/112	246165.8	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 193/113	315885	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 194/113	15926.8	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 194/114	14447.8	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 195/114	3254.6	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 195/115	1776	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 196/115	1904	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 196/116	1535	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Citrate 197/116	1364	Citrate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 146/41	6731.2	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 147/41	3183.8	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 147/42	1778.6	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 148/41	9237.6	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 148/42	2215	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 148/43	2234.6	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 149/41	2142.2	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 149/42	1984.2	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 149/43	1636	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 150/42	1382	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 150/43	1104	Glutamate
Experimental Sample (S164)	N.  G9 13C-Gln BCH 120min	Glutamate 151/43	1761	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 191/111	2247445.288	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 192/111	452788.6	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 192/112	1383734	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 193/112	302393.8	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 193/113	355032.4	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 194/113	21068.4	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 194/114	21919	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 195/114	2594.8	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 195/115	4646.6	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 196/115	1897	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 196/116	1061	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Citrate 197/116	1545	Citrate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 146/41	5906.2	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 147/41	2654.4	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 147/42	1509.2	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 148/41	10021.4	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 148/42	1840	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 148/43	1426.4	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 149/41	1713.8	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 149/42	1800.2	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 149/43	1606	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 150/42	1221	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 150/43	1533.8	Glutamate
Experimental Sample (S165)	O.  G9 13C-Gln BCH 240min	Glutamate 151/43	1278	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 191/111	1074143.8	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 192/111	62655.2	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 192/112	227139.8	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 193/112	923275.8	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 193/113	1080276	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 194/113	204153.6	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 194/114	265240.6	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 195/114	473441.4	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 195/115	186720.6	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 196/115	410433.2	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 196/116	145937	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Citrate 197/116	124832.4	Citrate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 146/41	12018.2	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 147/41	2073	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 147/42	2129	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 148/41	2245	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 148/42	1447.8	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 148/43	4545.6	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 149/41	1805.6	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 149/42	1441.2	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 149/43	1759.2	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 150/42	1255.6	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 150/43	2619	Glutamate
Experimental Sample (S166)	P.  G9 13C-Glc BCH 240min	Glutamate 151/43	1743	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 191/111	5278260.592	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 192/111	64701.4	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 192/112	287065.8	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 193/112	5436.4	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 193/113	37769.4	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 194/113	2845.6	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 194/114	2438.6	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 195/114	1057	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 195/115	1965	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 196/115	1548	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 196/116	1220	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Citrate 197/116	1812	Citrate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 146/41	18592.4	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 147/41	1898.8	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 147/42	2069.4	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 148/41	1626.6	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 148/42	1296	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 148/43	1762	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 149/41	1574.6	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 149/42	2146.2	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 149/43	1656	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 150/42	1792	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 150/43	1827	Glutamate
Experimental Sample (S167)	A.  G9 13C-Gln 0min	Glutamate 151/43	1229	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 191/111	6255666.852	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 192/111	81505	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 192/112	384224.2	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 193/112	7719.4	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 193/113	39291	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 194/113	2238.2	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 194/114	4437.2	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 195/114	1302	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 195/115	1137	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 196/115	1372	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 196/116	1112	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Citrate 197/116	1209	Citrate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 146/41	13664	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 147/41	2481.2	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 147/42	1919.4	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 148/41	1626.8	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 148/42	1469	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 148/43	1476	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 149/41	1989	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 149/42	1074	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 149/43	1020	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 150/42	1698.6	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 150/43	1337	Glutamate
Experimental Sample (S168)	B.  G9 13C-Gln 5min	Glutamate 151/43	1795	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 191/111	4970436.824	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 192/111	91458	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 192/112	353219.6	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 193/112	23053.2	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 193/113	48262.6	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 194/113	3198	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 194/114	4627.4	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 195/114	1633.8	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 195/115	1073	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 196/115	1381	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 196/116	1180	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Citrate 197/116	1503	Citrate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 146/41	12824	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 147/41	1900.6	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 147/42	2004.2	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 148/41	2773	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 148/42	1861.8	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 148/43	1336	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 149/41	1027	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 149/42	1745.6	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 149/43	1007	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 150/42	1301	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 150/43	1825	Glutamate
Experimental Sample (S169)	C.  G9 13C-Gln 15min	Glutamate 151/43	1684	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 191/111	3880823.844	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 192/111	188997.4	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 192/112	711810.2	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 193/112	97154.2	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 193/113	159775.8	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 194/113	7737.4	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 194/114	7908.4	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 195/114	1924	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 195/115	1102	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 196/115	1415	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 196/116	1581	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Citrate 197/116	1771	Citrate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 146/41	10752.6	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 147/41	2114.2	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 147/42	1751.4	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 148/41	6997.8	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 148/42	1855.2	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 148/43	1548.2	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 149/41	1548.6	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 149/42	1242.6	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 149/43	1647	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 150/42	1070	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 150/43	1553.6	Glutamate
Experimental Sample (S170)	D.  G9 13C-Gln 30min	Glutamate 151/43	1494	Glutamate
Experimental Sample (S171)	E.  G9 13C-Gln 60min	Citrate 191/111	2609728.176	Citrate
Experimental Sample (S171)	E.  G9 13C-Gln 60min	Citrate 192/111	267389	Citrate
Experimental Sample (S171)	E.  G9 13C-Gln 60min	Citrate 192/112	897779	Citrate
Experimental Sample (S171)	E.  G9 13C-Gln 60min	Citrate 193/112	139127.6	Citrate
